ShouldBeGreen1.png: color|greyscale: GREEN | GREEN ([92.00354191263283, 76.21180637544278, 99.33175914994096] | [59.906493506493504, 32.906493506493504, 64.0987012987013])
ShouldBeRed_110.jpg: color|greyscale: RED | RED ([154.20030425963492, 84.06092799188576, 99.0391734279919] | [119.7594827586207, 19.109482758620693, 57.10344827586207])
ShouldBeYellow_103.jpg: color|greyscale: YELLOW | YELLOW ([92.00547504025765, 106.40508856682698, 94.34170692431562] | [38.602222222222224, 103.95555555555555, 44.775555555555556])
ShouldBeYellow_109.jpg: color|greyscale: YELLOW | YELLOW ([64.42662612374406, 81.91546800634573, 60.522739291380226] | [52.827049180327876, 119.19836065573772, 54.912295081967216])
ShouldBeYellow_114.jpg: color|greyscale: YELLOW | YELLOW ([59.988, 92.26840000000048, 55.58828571428572] | [33.408, 121.742, 31.688])
ShouldBeYellow_115.jpg: color|greyscale: YELLOW | YELLOW ([69.59704918032787, 92.34963934426247, 48.5827868852459] | [37.84918032786886, 107.88688524590165, 30.24836065573771])
ShouldBeGreen1.png: color|greyscale: GREEN | GREEN ([92.00354191263283, 76.21180637544278, 99.33175914994096] | [59.906493506493504, 32.906493506493504, 64.0987012987013])
ShouldBeGreen2.png: color|greyscale: GREEN | GREEN ([122.10843373493977, 111.17831325301229, 148.53669222343922] | [73.63373493975904, 39.079518072289154, 95.3132530120482])
ShouldBeGreen3.png: color|greyscale: RED | GREEN ([164.06129221159478, 120.25567050556322, 151.37263322272105] | [87.20366972477063, 43.55779816513761, 112.85504587155962])
ShouldBeGreen4.png: color|greyscale: GREEN | GREEN ([92.51959361393324, 66.7310111272374, 125.52636671504597] | [85.65384615384616, 24.684615384615384, 113.23589743589744])
ShouldBeGreen5.png: color|greyscale: RED | GREEN ([110.22152760800475, 87.88069011280666, 107.66126497398106] | [58.49138755980861, 42.08755980861243, 92.64401913875597])
ShouldBeGreen6.png: color|greyscale: RED | RED ([89.6610644257703, 72.46442577030807, 86.0532212885154] | [86.78823529411764, 54.205882352941174, 74.97647058823529])
ShouldBeGreen7.png: color|greyscale: GREEN | GREEN ([69.52674897119341, 69.29415637860069, 78.2551440329218] | [63.337037037037035, 50.903703703703705, 73.94074074074074])
ShouldBeGreen8.jpg: color|greyscale: GREEN | GREEN ([84.57058823529412, 77.00647058823525, 140.8044117647059] | [63.502941176470586, 48.69705882352941, 125.1441176470588])
ShouldBeGreen9.jpg: color|greyscale: GREEN | GREEN ([65.93887147335424, 64.43492886423937, 150.0695382204003] | [41.25799373040753, 59.2307210031348, 203.45736677115988])
ShouldBeGreen_104.jpg: color|greyscale: GREEN | GREEN ([90.5251272264631, 82.52614503816802, 127.63104325699746] | [37.174809160305344, 21.39847328244275, 116.7732824427481])
ShouldBeGreen_107.jpg: color|greyscale: GREEN | GREEN ([85.03879416851989, 73.0034099332838, 126.06251544353843] | [32.705263157894734, 64.57894736842105, 148.64385964912282])
ShouldBeGreen_112.jpg: color|greyscale: GREEN | GREEN ([78.10090497737556, 74.00592760180963, 125.2235294117647] | [56.207692307692305, 24.553846153846155, 81.49038461538461])
ShouldBeGreen_113.jpg: color|greyscale: GREEN | GREEN ([97.03798029993789, 93.12400390451798, 131.43814890407313] | [18.09109947643979, 40.66492146596859, 118.59424083769635])
ShouldBeRed1.png: color|greyscale: RED | RED ([153.3696551724138, 104.40772413793086, 103.38206896551723] | [129.252, 47.288, 65.516])
ShouldBeRed2.png: color|greyscale: GREEN | GREEN ([98.66424242424243, 85.04993939393937, 111.54060606060607] | [82.08, 39.68, 91.512])
ShouldBeRed3.png: color|greyscale: RED | RED ([144.67532467532467, 74.0632821723731, 107.9728453364817] | [110.38831168831167, 37.71428571428571, 69.37012987012986])
ShouldBeRedAndYellow1.jpg: color|greyscale: RED | YELLOW ([102.6415299670088, 86.43972461509459, 66.15622708944281] | [61.66015625, 67.561328125, 46.49765625])
ShouldBeRedAndYellow_100.jpg: color|greyscale: RED | YELLOW ([157.73125227520933, 129.4283302063784, 126.49388143709221] | [120.4846153846154, 128.962851782364, 107.43095684803002])
ShouldBeRedAndYellow_105.jpg: color|greyscale: RED | YELLOW ([106.91716686674671, 79.33661464585865, 53.61929771908764] | [81.41020408163266, 101.36785714285716, 44.22244897959184])
ShouldBeRed_102.jpg: color|greyscale: RED | RED ([122.07415128052412, 73.90875521143586, 100.50357355568791] | [84.7, 7.606521739130435, 54.98913043478261])
ShouldBeRed_106.jpg: color|greyscale: RED | RED ([132.53890160183064, 56.2109553775741, 63.24713958810068] | [59.393478260869564, 20.625, 18.20054347826087])
ShouldBeRed_108.jpg: color|greyscale: RED | RED ([138.49513919575784, 68.77781705700382, 63.491493592576234] | [64.01301369863015, 16.35, 31.84315068493151])
ShouldBeRed_110.jpg: color|greyscale: RED | RED ([154.20030425963492, 84.06092799188576, 99.0391734279919] | [119.7594827586207, 19.109482758620693, 57.10344827586207])
ShouldBeYellow_103.jpg: color|greyscale: YELLOW | YELLOW ([92.00547504025765, 106.40508856682698, 94.34170692431562] | [38.602222222222224, 103.95555555555555, 44.775555555555556])
ShouldBeYellow_109.jpg: color|greyscale: YELLOW | YELLOW ([64.42662612374406, 81.91546800634573, 60.522739291380226] | [52.827049180327876, 119.19836065573772, 54.912295081967216])
ShouldBeYellow_114.jpg: color|greyscale: YELLOW | YELLOW ([59.988, 92.26840000000048, 55.58828571428572] | [33.408, 121.742, 31.688])
ShouldBeYellow_115.jpg: color|greyscale: YELLOW | YELLOW ([69.59704918032787, 92.34963934426247, 48.5827868852459] | [37.84918032786886, 107.88688524590165, 30.24836065573771])
ShouldBeGreen1.png: color|greyscale: GREEN | GREEN ([92.00354191263283, 76.21180637544278, 99.33175914994096] | [59.906493506493504, 32.906493506493504, 64.0987012987013])
ShouldBeGreen2.png: color|greyscale: GREEN | GREEN ([122.10843373493977, 111.17831325301229, 148.53669222343922] | [73.63373493975904, 39.079518072289154, 95.3132530120482])
ShouldBeGreen1.png: color|greyscale: GREEN | GREEN ([92.00354191263283, 76.21180637544278, 99.33175914994096] | [59.906493506493504, 32.906493506493504, 64.0987012987013])
ShouldBeGreen2.png: color|greyscale: GREEN | GREEN ([122.10843373493977, 111.17831325301229, 148.53669222343922] | [73.63373493975904, 39.079518072289154, 95.3132530120482])
ShouldBeGreen3.png: color|greyscale: RED | GREEN ([164.06129221159478, 120.25567050556322, 151.37263322272105] | [87.20366972477063, 43.55779816513761, 112.85504587155962])
ShouldBeGreen4.png: color|greyscale: GREEN | GREEN ([92.51959361393324, 66.7310111272374, 125.52636671504597] | [85.65384615384616, 24.684615384615384, 113.23589743589744])
ShouldBeGreen5.png: color|greyscale: RED | GREEN ([110.22152760800475, 87.88069011280666, 107.66126497398106] | [58.49138755980861, 42.08755980861243, 92.64401913875597])
ShouldBeGreen6.png: color|greyscale: RED | RED ([89.6610644257703, 72.46442577030807, 86.0532212885154] | [86.78823529411764, 54.205882352941174, 74.97647058823529])
ShouldBeGreen7.png: color|greyscale: GREEN | GREEN ([69.52674897119341, 69.29415637860069, 78.2551440329218] | [63.337037037037035, 50.903703703703705, 73.94074074074074])
ShouldBeGreen8.jpg: color|greyscale: GREEN | GREEN ([84.57058823529412, 77.00647058823525, 140.8044117647059] | [63.502941176470586, 48.69705882352941, 125.1441176470588])
ShouldBeGreen9.jpg: color|greyscale: GREEN | GREEN ([65.93887147335424, 64.43492886423937, 150.0695382204003] | [41.25799373040753, 59.2307210031348, 203.45736677115988])
ShouldBeGreen_104.jpg: color|greyscale: GREEN | GREEN ([90.5251272264631, 82.52614503816802, 127.63104325699746] | [37.174809160305344, 21.39847328244275, 116.7732824427481])
ShouldBeGreen_107.jpg: color|greyscale: GREEN | GREEN ([85.03879416851989, 73.0034099332838, 126.06251544353843] | [32.705263157894734, 64.57894736842105, 148.64385964912282])
ShouldBeGreen_112.jpg: color|greyscale: GREEN | GREEN ([78.10090497737556, 74.00592760180963, 125.2235294117647] | [56.207692307692305, 24.553846153846155, 81.49038461538461])
ShouldBeGreen_113.jpg: color|greyscale: GREEN | GREEN ([97.03798029993789, 93.12400390451798, 131.43814890407313] | [18.09109947643979, 40.66492146596859, 118.59424083769635])
ShouldBeRed1.png: color|greyscale: RED | RED ([153.3696551724138, 104.40772413793086, 103.38206896551723] | [129.252, 47.288, 65.516])
ShouldBeRed2.png: color|greyscale: GREEN | GREEN ([98.66424242424243, 85.04993939393937, 111.54060606060607] | [82.08, 39.68, 91.512])
ShouldBeRed3.png: color|greyscale: RED | RED ([144.67532467532467, 74.0632821723731, 107.9728453364817] | [110.38831168831167, 37.71428571428571, 69.37012987012986])
ShouldBeRedAndYellow1.jpg: color|greyscale: RED | YELLOW ([102.6415299670088, 86.43972461509459, 66.15622708944281] | [61.66015625, 67.561328125, 46.49765625])
ShouldBeRedAndYellow_100.jpg: color|greyscale: RED | YELLOW ([157.73125227520933, 129.4283302063784, 126.49388143709221] | [120.4846153846154, 128.962851782364, 107.43095684803002])
ShouldBeRedAndYellow_105.jpg: color|greyscale: RED | YELLOW ([106.91716686674671, 79.33661464585865, 53.61929771908764] | [81.41020408163266, 101.36785714285716, 44.22244897959184])
ShouldBeRed_102.jpg: color|greyscale: RED | RED ([122.07415128052412, 73.90875521143586, 100.50357355568791] | [84.7, 7.606521739130435, 54.98913043478261])
ShouldBeRed_106.jpg: color|greyscale: RED | RED ([132.53890160183064, 56.2109553775741, 63.24713958810068] | [59.393478260869564, 20.625, 18.20054347826087])
ShouldBeRed_108.jpg: color|greyscale: RED | RED ([138.49513919575784, 68.77781705700382, 63.491493592576234] | [64.01301369863015, 16.35, 31.84315068493151])
ShouldBeRed_110.jpg: color|greyscale: RED | RED ([154.20030425963492, 84.06092799188576, 99.0391734279919] | [119.7594827586207, 19.109482758620693, 57.10344827586207])
ShouldBeYellow_103.jpg: color|greyscale: YELLOW | YELLOW ([92.00547504025765, 106.40508856682698, 94.34170692431562] | [38.602222222222224, 103.95555555555555, 44.775555555555556])
ShouldBeYellow_109.jpg: color|greyscale: YELLOW | YELLOW ([64.42662612374406, 81.91546800634573, 60.522739291380226] | [52.827049180327876, 119.19836065573772, 54.912295081967216])
ShouldBeYellow_114.jpg: color|greyscale: YELLOW | YELLOW ([59.988, 92.26840000000048, 55.58828571428572] | [33.408, 121.742, 31.688])
ShouldBeYellow_115.jpg: color|greyscale: YELLOW | YELLOW ([69.59704918032787, 92.34963934426247, 48.5827868852459] | [37.84918032786886, 107.88688524590165, 30.24836065573771])
ShouldBeGreen1.png: color|greyscale: GREEN | GREEN ([92.00354191263283, 76.21180637544278, 99.33175914994096] | [59.906493506493504, 32.906493506493504, 64.0987012987013])
ShouldBeGreen2.png: color|greyscale: GREEN | GREEN ([122.10843373493977, 111.17831325301229, 148.53669222343922] | [73.63373493975904, 39.079518072289154, 95.3132530120482])
ShouldBeGreen3.png: color|greyscale: RED | GREEN ([164.06129221159478, 120.25567050556322, 151.37263322272105] | [87.20366972477063, 43.55779816513761, 112.85504587155962])
ShouldBeGreen4.png: color|greyscale: GREEN | GREEN ([92.51959361393324, 66.7310111272374, 125.52636671504597] | [85.65384615384616, 24.684615384615384, 113.23589743589744])
ShouldBeGreen5.png: color|greyscale: RED | GREEN ([110.22152760800475, 87.88069011280666, 107.66126497398106] | [58.49138755980861, 42.08755980861243, 92.64401913875597])
ShouldBeGreen6.png: color|greyscale: RED | RED ([89.6610644257703, 72.46442577030807, 86.0532212885154] | [86.78823529411764, 54.205882352941174, 74.97647058823529])
ShouldBeGreen7.png: color|greyscale: GREEN | GREEN ([69.52674897119341, 69.29415637860069, 78.2551440329218] | [63.337037037037035, 50.903703703703705, 73.94074074074074])
ShouldBeGreen8.jpg: color|greyscale: GREEN | GREEN ([84.57058823529412, 77.00647058823525, 140.8044117647059] | [63.502941176470586, 48.69705882352941, 125.1441176470588])
ShouldBeGreen9.jpg: color|greyscale: GREEN | GREEN ([65.93887147335424, 64.43492886423937, 150.0695382204003] | [41.25799373040753, 59.2307210031348, 203.45736677115988])
ShouldBeGreen_104.jpg: color|greyscale: GREEN | GREEN ([90.5251272264631, 82.52614503816802, 127.63104325699746] | [37.174809160305344, 21.39847328244275, 116.7732824427481])
ShouldBeGreen_107.jpg: color|greyscale: GREEN | GREEN ([85.03879416851989, 73.0034099332838, 126.06251544353843] | [32.705263157894734, 64.57894736842105, 148.64385964912282])
ShouldBeGreen_112.jpg: color|greyscale: GREEN | GREEN ([78.10090497737556, 74.00592760180963, 125.2235294117647] | [56.207692307692305, 24.553846153846155, 81.49038461538461])
ShouldBeGreen_113.jpg: color|greyscale: GREEN | GREEN ([97.03798029993789, 93.12400390451798, 131.43814890407313] | [18.09109947643979, 40.66492146596859, 118.59424083769635])
ShouldBeRed1.png: color|greyscale: RED | RED ([153.3696551724138, 104.40772413793086, 103.38206896551723] | [129.252, 47.288, 65.516])
ShouldBeRed2.png: color|greyscale: GREEN | GREEN ([98.66424242424243, 85.04993939393937, 111.54060606060607] | [82.08, 39.68, 91.512])
ShouldBeRed3.png: color|greyscale: RED | RED ([144.67532467532467, 74.0632821723731, 107.9728453364817] | [110.38831168831167, 37.71428571428571, 69.37012987012986])
ShouldBeRedAndYellow1.jpg: color|greyscale: RED | YELLOW ([102.6415299670088, 86.43972461509459, 66.15622708944281] | [61.66015625, 67.561328125, 46.49765625])
ShouldBeRedAndYellow_100.jpg: color|greyscale: RED | YELLOW ([157.73125227520933, 129.4283302063784, 126.49388143709221] | [120.4846153846154, 128.962851782364, 107.43095684803002])
ShouldBeRedAndYellow_105.jpg: color|greyscale: RED | YELLOW ([106.91716686674671, 79.33661464585865, 53.61929771908764] | [81.41020408163266, 101.36785714285716, 44.22244897959184])
ShouldBeRed_102.jpg: color|greyscale: RED | RED ([122.07415128052412, 73.90875521143586, 100.50357355568791] | [84.7, 7.606521739130435, 54.98913043478261])
ShouldBeRed_106.jpg: color|greyscale: RED | RED ([132.53890160183064, 56.2109553775741, 63.24713958810068] | [59.393478260869564, 20.625, 18.20054347826087])
ShouldBeRed_108.jpg: color|greyscale: RED | RED ([138.49513919575784, 68.77781705700382, 63.491493592576234] | [64.01301369863015, 16.35, 31.84315068493151])
ShouldBeRed_110.jpg: color|greyscale: RED | RED ([154.20030425963492, 84.06092799188576, 99.0391734279919] | [119.7594827586207, 19.109482758620693, 57.10344827586207])
ShouldBeYellow_103.jpg: color|greyscale: YELLOW | YELLOW ([92.00547504025765, 106.40508856682698, 94.34170692431562] | [38.602222222222224, 103.95555555555555, 44.775555555555556])
ShouldBeYellow_109.jpg: color|greyscale: YELLOW | YELLOW ([64.42662612374406, 81.91546800634573, 60.522739291380226] | [52.827049180327876, 119.19836065573772, 54.912295081967216])
ShouldBeYellow_114.jpg: color|greyscale: YELLOW | YELLOW ([59.988, 92.26840000000048, 55.58828571428572] | [33.408, 121.742, 31.688])
ShouldBeYellow_115.jpg: color|greyscale: YELLOW | YELLOW ([69.59704918032787, 92.34963934426247, 48.5827868852459] | [37.84918032786886, 107.88688524590165, 30.24836065573771])
ShouldBeGreen1.png: color|greyscale: GREEN | GREEN ([92.00354191263283, 76.21180637544278, 99.33175914994096] | [59.906493506493504, 32.906493506493504, 64.0987012987013])
ShouldBeGreen2.png: color|greyscale: GREEN | GREEN ([122.10843373493977, 111.17831325301229, 148.53669222343922] | [73.63373493975904, 39.079518072289154, 95.3132530120482])
ShouldBeGreen3.png: color|greyscale: RED | GREEN ([164.06129221159478, 120.25567050556322, 151.37263322272105] | [87.20366972477063, 43.55779816513761, 112.85504587155962])
ShouldBeGreen4.png: color|greyscale: GREEN | GREEN ([92.51959361393324, 66.7310111272374, 125.52636671504597] | [85.65384615384616, 24.684615384615384, 113.23589743589744])
ShouldBeGreen5.png: color|greyscale: RED | GREEN ([110.22152760800475, 87.88069011280666, 107.66126497398106] | [58.49138755980861, 42.08755980861243, 92.64401913875597])
ShouldBeGreen6.png: color|greyscale: RED | RED ([89.6610644257703, 72.46442577030807, 86.0532212885154] | [86.78823529411764, 54.205882352941174, 74.97647058823529])
ShouldBeGreen7.png: color|greyscale: GREEN | GREEN ([69.52674897119341, 69.29415637860069, 78.2551440329218] | [63.337037037037035, 50.903703703703705, 73.94074074074074])
ShouldBeGreen8.jpg: color|greyscale: GREEN | GREEN ([84.57058823529412, 77.00647058823525, 140.8044117647059] | [63.502941176470586, 48.69705882352941, 125.1441176470588])
ShouldBeGreen9.jpg: color|greyscale: GREEN | GREEN ([65.93887147335424, 64.43492886423937, 150.0695382204003] | [41.25799373040753, 59.2307210031348, 203.45736677115988])
ShouldBeGreen_104.jpg: color|greyscale: GREEN | GREEN ([90.5251272264631, 82.52614503816802, 127.63104325699746] | [37.174809160305344, 21.39847328244275, 116.7732824427481])
ShouldBeGreen_107.jpg: color|greyscale: GREEN | GREEN ([85.03879416851989, 73.0034099332838, 126.06251544353843] | [32.705263157894734, 64.57894736842105, 148.64385964912282])
ShouldBeGreen_112.jpg: color|greyscale: GREEN | GREEN ([78.10090497737556, 74.00592760180963, 125.2235294117647] | [56.207692307692305, 24.553846153846155, 81.49038461538461])
ShouldBeGreen_113.jpg: color|greyscale: GREEN | GREEN ([97.03798029993789, 93.12400390451798, 131.43814890407313] | [18.09109947643979, 40.66492146596859, 118.59424083769635])
ShouldBeRed1.png: color|greyscale: RED | RED ([153.3696551724138, 104.40772413793086, 103.38206896551723] | [129.252, 47.288, 65.516])
ShouldBeRed2.png: color|greyscale: GREEN | GREEN ([98.66424242424243, 85.04993939393937, 111.54060606060607] | [82.08, 39.68, 91.512])
ShouldBeRed3.png: color|greyscale: RED | RED ([144.67532467532467, 74.0632821723731, 107.9728453364817] | [110.38831168831167, 37.71428571428571, 69.37012987012986])
ShouldBeRedAndYellow1.jpg: color|greyscale: RED | YELLOW ([102.6415299670088, 86.43972461509459, 66.15622708944281] | [61.66015625, 67.561328125, 46.49765625])
ShouldBeRedAndYellow_100.jpg: color|greyscale: RED | YELLOW ([157.73125227520933, 129.4283302063784, 126.49388143709221] | [120.4846153846154, 128.962851782364, 107.43095684803002])
ShouldBeRedAndYellow_105.jpg: color|greyscale: RED | YELLOW ([106.91716686674671, 79.33661464585865, 53.61929771908764] | [81.41020408163266, 101.36785714285716, 44.22244897959184])
ShouldBeRed_102.jpg: color|greyscale: RED | RED ([122.07415128052412, 73.90875521143586, 100.50357355568791] | [84.7, 7.606521739130435, 54.98913043478261])
ShouldBeRed_106.jpg: color|greyscale: RED | RED ([132.53890160183064, 56.2109553775741, 63.24713958810068] | [59.393478260869564, 20.625, 18.20054347826087])
ShouldBeRed_108.jpg: color|greyscale: RED | RED ([138.49513919575784, 68.77781705700382, 63.491493592576234] | [64.01301369863015, 16.35, 31.84315068493151])
ShouldBeRed_110.jpg: color|greyscale: RED | RED ([154.20030425963492, 84.06092799188576, 99.0391734279919] | [119.7594827586207, 19.109482758620693, 57.10344827586207])
ShouldBeYellow_103.jpg: color|greyscale: YELLOW | YELLOW ([92.00547504025765, 106.40508856682698, 94.34170692431562] | [38.602222222222224, 103.95555555555555, 44.775555555555556])
ShouldBeYellow_109.jpg: color|greyscale: YELLOW | YELLOW ([64.42662612374406, 81.91546800634573, 60.522739291380226] | [52.827049180327876, 119.19836065573772, 54.912295081967216])
ShouldBeYellow_114.jpg: color|greyscale: YELLOW | YELLOW ([59.988, 92.26840000000048, 55.58828571428572] | [33.408, 121.742, 31.688])
ShouldBeYellow_115.jpg: color|greyscale: YELLOW | YELLOW ([69.59704918032787, 92.34963934426247, 48.5827868852459] | [37.84918032786886, 107.88688524590165, 30.24836065573771])
ShouldBeGreen1.png: color|greyscale: GREEN | GREEN ([92.00354191263283, 76.21180637544278, 99.33175914994096] | [59.906493506493504, 32.906493506493504, 64.0987012987013])
ShouldBeGreen2.png: color|greyscale: GREEN | GREEN ([122.10843373493977, 111.17831325301229, 148.53669222343922] | [73.63373493975904, 39.079518072289154, 95.3132530120482])
ShouldBeGreen3.png: color|greyscale: RED | GREEN ([164.06129221159478, 120.25567050556322, 151.37263322272105] | [87.20366972477063, 43.55779816513761, 112.85504587155962])
ShouldBeGreen4.png: color|greyscale: GREEN | GREEN ([92.51959361393324, 66.7310111272374, 125.52636671504597] | [85.65384615384616, 24.684615384615384, 113.23589743589744])
ShouldBeGreen5.png: color|greyscale: RED | GREEN ([110.22152760800475, 87.88069011280666, 107.66126497398106] | [58.49138755980861, 42.08755980861243, 92.64401913875597])
ShouldBeGreen6.png: color|greyscale: RED | RED ([89.6610644257703, 72.46442577030807, 86.0532212885154] | [86.78823529411764, 54.205882352941174, 74.97647058823529])
ShouldBeGreen1.png: color|greyscale: GREEN | GREEN ([92.00354191263283, 76.21180637544278, 99.33175914994096] | [59.906493506493504, 32.906493506493504, 64.0987012987013])
ShouldBeGreen2.png: color|greyscale: GREEN | GREEN ([122.10843373493977, 111.17831325301229, 148.53669222343922] | [73.63373493975904, 39.079518072289154, 95.3132530120482])
ShouldBeGreen3.png: color|greyscale: RED | GREEN ([164.06129221159478, 120.25567050556322, 151.37263322272105] | [87.20366972477063, 43.55779816513761, 112.85504587155962])
ShouldBeGreen4.png: color|greyscale: GREEN | GREEN ([92.51959361393324, 66.7310111272374, 125.52636671504597] | [85.65384615384616, 24.684615384615384, 113.23589743589744])
ShouldBeGreen5.png: color|greyscale: RED | GREEN ([110.22152760800475, 87.88069011280666, 107.66126497398106] | [58.49138755980861, 42.08755980861243, 92.64401913875597])
ShouldBeGreen6.png: color|greyscale: RED | RED ([89.6610644257703, 72.46442577030807, 86.0532212885154] | [86.78823529411764, 54.205882352941174, 74.97647058823529])
ShouldBeGreen1.png: color|greyscale: GREEN | GREEN ([92.00354191263283, 76.21180637544278, 99.33175914994096] | [59.906493506493504, 32.906493506493504, 64.0987012987013])
ShouldBeGreen2.png: color|greyscale: GREEN | GREEN ([122.10843373493977, 111.17831325301229, 148.53669222343922] | [73.63373493975904, 39.079518072289154, 95.3132530120482])
ShouldBeGreen3.png: color|greyscale: RED | GREEN ([164.06129221159478, 120.25567050556322, 151.37263322272105] | [87.20366972477063, 43.55779816513761, 112.85504587155962])
ShouldBeGreen4.png: color|greyscale: GREEN | GREEN ([92.51959361393324, 66.7310111272374, 125.52636671504597] | [85.65384615384616, 24.684615384615384, 113.23589743589744])
ShouldBeGreen5.png: color|greyscale: RED | GREEN ([110.22152760800475, 87.88069011280666, 107.66126497398106] | [58.49138755980861, 42.08755980861243, 92.64401913875597])
ShouldBeGreen6.png: color|greyscale: RED | RED ([89.6610644257703, 72.46442577030807, 86.0532212885154] | [86.78823529411764, 54.205882352941174, 74.97647058823529])
